AIRPORT;TIME;FLIGHT;TO/FROM;AIRLINE;AIRCRAFT;STATUS;TYPE
CGK;4:00:00 AM;JT1852;UPG;Lion Air ;738;Unknown;Departure
CGK;4:05:00 AM;GA604;UPG;Garuda Indonesia ;B738 (PK-GFW) ;Departed 4:12 AM;Departure
CGK;4:25:00 AM;ID6252;BPN;Batik Air ;A320 (PK-LUU) ;Departed 4:41 AM;Departure
CGK;4:30:00 AM;ID6142;UPG;Batik Air ;A320 (PK-LAJ) ;Departed 5:13 AM;Departure
CGK;4:45:00 AM;IU730;DPS;Super Air Jet (Book Cabin Livery) ;A320 (PK-SJO) ;Departed 5:17 AM;Departure
CGK;4:45:00 AM;QG340;UPG;Citilink ;A20N (PK-GTD) ;Departed 4:59 AM;Departure
CGK;4:55:00 AM;ID6672;AAP;Batik Air ;B738 (PK-LDK) ;Departed 5:15 AM;Departure
CGK;5:00:00 AM;IN280;DPS;NAM Air ;B735 (PK-NAS) ;Departed 4:20 AM;Departure
CGK;5:00:00 AM;JT656;LOP;Lion Air ;739;Unknown;Departure
CGK;5:00:00 AM;QZ200;KUL;AirAsia ;A320 (PK-AZF) ;Departed 5:11 AM;Departure
CGK;5:00:00 AM;QZ800;DPS;AirAsia ;A320 (PK-AXR) ;Departed 5:10 AM;Departure
CGK;5:00:00 AM;ID6286;UPG;Batik Air ;32A ;Canceled;Departure
CGK;5:00:00 AM;ID6370;SUB;Batik Air ;32A ;Canceled;Departure
CGK;5:00:00 AM;IU946;KNO;Super Air Jet ;A320 (PK-SAA) ;Departed 5:30 AM;Departure
CGK;5:00:00 AM;QG416;PNK;Citilink ;A320 (PK-GLE) ;Departed 5:08 AM;Departure
CGK;5:05:00 AM;GA644;GTO;Garuda Indonesia ;B738 (PK-GMD) ;Departed 5:22 AM;Departure
CGK;5:05:00 AM;QG680;DPS;Citilink ;A320 (PK-GQK) ;Departed 5:20 AM;Departure
CGK;5:10:00 AM;ID6430;BEJ;Batik Air ;A320 (PK-LUT) ;Departed 5:23 AM;Departure
CGK;5:20:00 AM;GA640;UPG;Garuda Indonesia (Pocari Sweat Livery) ;B738 (PK-GNN) ;Departed 5:28 AM;Departure
CGK;5:25:00 AM;SJ184;PNK;Sriwijaya Air ;738;Unknown;Departure
CGK;5:25:00 AM;SQ951;SIN;Singapore Airlines ;A359 (9V-SMD) ;Departed 5:25 AM;Departure
CGK;5:30:00 AM;JT710;PNK;Lion Air ;738;Canceled;Departure
CGK;5:30:00 AM;ID6236;UPG;Batik Air ;A320 (PK-LAT) ;Departed 5:38 AM;Departure
CGK;5:30:00 AM;ID6572;SUB;Batik Air ;A320 (PK-BKO) ;Departed 6:09 AM;Departure
CGK;5:30:00 AM;IU908;PDG;Super Air Jet ;A320 (PK-STR) ;Departed 5:57 AM;Departure
CGK;5:30:00 AM;JT120;TJQ;Lion Air ;738;Unknown;Departure
CGK;5:35:00 AM;IU750;DPS;Super Air Jet ;320;Canceled;Departure
CGK;5:40:00 AM;QG470;PKN;Citilink ;A320 (PK-GLM) ;Departed 6:22 AM;Departure
CGK;5:45:00 AM;IN190;PKN;Nam Air ;735;Unknown;Departure
CGK;5:45:00 AM;IU628;BDJ;Super Air Jet ;A320 (PK-SJF) ;Departed 6:04 AM;Departure
CGK;5:50:00 AM;GA560;BPN;Garuda Indonesia (Retro Livery) ;A333 (PK-GHD) ;Departed 6:12 AM;Departure
CGK;5:50:00 AM;QG910;KNO;Citilink ;A320 (PK-GLU) ;Departed 5:56 AM;Departure
CGK;5:50:00 AM;QG940;BTH;Citilink ;A20N (PK-GTK) ;Departed 5:53 AM;Departure
CGK;5:55:00 AM;IU856;BTH;Super Air Jet ;A320 (PK-STD) ;Departed 6:15 AM;Departure
CGK;6:00:00 AM;JT208;KNO;Lion Air ;B39M (PK-LRG) ;Estimated dep. 6:18 AM;Departure
CGK;6:00:00 AM;ID6202;PKN;Batik Air ;A320 (PK-LZH) ;Departed 6:26 AM;Departure
CGK;6:00:00 AM;ID6308;SUB;Batik Air ;A320 (PK-BKO) ;Estimated dep. 6:09 AM;Departure
CGK;6:00:00 AM;ID6368;YIA;Batik Air ;B738 (PK-LBS) ;Departed 6:24 AM;Departure
CGK;6:00:00 AM;IU910;PKU;Super Air Jet ;A320 (PK-STF) ;Departed 6:13 AM;Departure
CGK;6:00:00 AM;QG436;BPN;Citilink ;A320 (PK-GQE) ;Departed 6:06 AM;Departure
CGK;6:00:00 AM;SL117;DMK;Thai Lion Air ;B738 (HS-LGP) ;Departed 6:20 AM;Departure
CGK;6:05:00 AM;QG936;PKU;Citilink ;A320 (PK-GQN) ;Departed 6:15 AM;Departure
CGK;6:05:00 AM;QG252;SUB;Citilink ;A320 (PK-GLO) ;Departed 6:31 AM;Departure
CGK;6:10:00 AM;ID7282;KUL;Batik Air ;B738 (PK-LDP) ;Departed 6:29 AM;Departure
CGK;6:10:00 AM;IN56;TJQ;Nam Air ;735;Unknown;Departure
CGK;6:10:00 AM;IP630;PNK;Pelita Air ;A320 (PK-PWI) ;Departed 6:29 AM;Departure
CGK;6:10:00 AM;NH836;NRT;All Nippon Airways ;B789 (JA922A) ;Departed 6:34 AM;Departure
CGK;6:10:00 AM;SJ54;TJQ;Sriwijaya Air ;B735 (PK-CLE) ;Departed 6:06 AM;Departure
CGK;6:15:00 AM;IP810;KDI;Pelita Air ;A320 (PK-PWG) ;Departed 6:20 AM;Departure
CGK;6:15:00 AM;IU762;LOP;Super Air Jet ;A320 (PK-SJR) ;Departed 6:37 AM;Departure
CGK;6:15:00 AM;JT3618;PGK;Lion Air ;738;Unknown;Departure
CGK;6:20:00 AM;IP350;PDG;Pelita Air ;A320 (PK-PWD) ;Departed 6:39 AM;Departure
CGK;6:20:00 AM;IU684;PNK;Super Air Jet ;A320 (PK-SJI) ;Unknown;Departure
CGK;6:20:00 AM;QZ802;DPS;AirAsia ;A320 (PK-AZH) ;Departed 6:22 AM;Departure
CGK;6:30:00 AM;JT176;TKG;Lion Air ;739;Unknown;Departure
CGK;6:30:00 AM;IP600;BPN;Pelita Air ;A320 (PK-PWA) ;Departed 6:46 AM;Departure
CGK;6:30:00 AM;JT212;KNO;Lion Air ;B39M (PK-LRG) ;Estimated dep. 6:17 AM;Departure
CGK;6:30:00 AM;QG522;SIN;Citilink ;A320 (PK-GQJ) ;Departed 6:36 AM;Departure
CGK;6:35:00 AM;QZ202;KUL;AirAsia (AirAsia Mobile App Livery) ;A320 (PK-AZU) ;Departed 6:42 AM;Departure
CGK;6:35:00 AM;ID6338;SRG;Batik Air ;A320 (PK-LUR) ;Departed 11:38 AM;Departure
CGK;6:40:00 AM;GA304;SUB;Garuda Indonesia ;B738 (PK-GNH) ;Departed 6:49 AM;Departure
CGK;6:40:00 AM;GA530;BDJ;Garuda Indonesia ;B738 (PK-GMM) ;Departed 6:59 AM;Departure
CGK;6:45:00 AM;IU250;UPG;Super Air Jet ;A320 (PK-SJM) ;Departed 7:02 AM;Departure
CGK;6:45:00 AM;IU756;DPS;Super Air Jet ;A320 (PK-SJQ) ;Departed 7:10 AM;Departure
CGK;6:45:00 AM;IU820;PGK;Super Air Jet ;A320 (PK-SAI) ;Departed 6:55 AM;Departure
CGK;6:50:00 AM;IP310;PLM;Pelita Air ;A320 (PK-PWC) ;Departed 7:01 AM;Departure
CGK;6:50:00 AM;IP320;PKU;Pelita Air Services ;A320 (PK-PWJ) ;Departed 6:56 AM;Departure
CGK;7:00:00 AM;ID6582;SUB;Batik Air ;32A ;Canceled;Departure
CGK;7:00:00 AM;IN170;SMQ;Nam Air ;735;Unknown;Departure
CGK;7:00:00 AM;IU626;BDJ;Super Air Jet ;320;Canceled;Departure
CGK;7:00:00 AM;IU844;DJB;Super Air Jet ;A320 (PK-STG) ;Departed 7:13 AM;Departure
CGK;7:00:00 AM;IU870;PLM;Super Air Jet ;A320 (PK-SJP) ;Departed 7:24 AM;Departure
CGK;7:00:00 AM;IU940;KNO;Super Air Jet ;320;Unknown;Departure
CGK;7:00:00 AM;JT756;BPN;Lion Air ;B39M (PK-LRI) ;Departed 7:04 AM;Departure
CGK;7:00:00 AM;QZ262;SIN;AirAsia ;A320 (PK-AXE) ;Departed 7:09 AM;Departure
CGK;7:00:00 AM;IP200;SUB;Pelita Air ;A320 (PK-PWK) ;Departed 7:15 AM;Departure
CGK;7:00:00 AM;8B671;KUL;TransNusa ;C27 ;Unknown;Departure
CGK;7:00:00 AM;RI610;TNJ;Rimbun Air ;73F ;Unknown;Departure
CGK;7:01:00 AM;QG952;PDG;Citilink ;A320 (PK-GLK) ;Departed 7:14 AM;Departure
CGK;7:05:00 AM;GA308;SUB;Garuda Indonesia ;B738 (PK-GMV) ;Departed 7:10 AM;Departure
CGK;7:05:00 AM;GA402;DPS;Garuda Indonesia ;A333 (PK-GPU) ;Departed 7:26 AM;Departure
CGK;7:05:00 AM;MF868;XMN;Xiamen Air ;B738 (B-5751) ;Departed 7:12 AM;Departure
CGK;7:05:00 AM;GA182;KNO;Garuda Indonesia ;B738 (PK-GNQ) ;Departed 7:19 AM;Departure
CGK;7:10:00 AM;ID7633;DMK;Batik Air ;B738 (PK-LDO) ;Departed 7:31 AM;Departure
CGK;7:10:00 AM;JT374;BTH;Lion Air ;B739 (PK-LQS) ;Estimated dep. 7:29 AM;Departure
CGK;7:10:00 AM;QZ250;DMK;AirAsia (Lake Toba Livery) ;A320 (PK-AZR) ;Departed 7:17 AM;Departure
CGK;7:10:00 AM;QG480;BDJ;Citilink ;A320 (PK-GQC) ;Departed 7:25 AM;Departure
CGK;7:10:00 AM;QG792;SRG;Citilink ;A320 (PK-GLI) ;Departed 7:03 AM;Departure
CGK;7:10:00 AM;QG972;PGK;Citilink ;A320 (PK-GQO) ;Departed 8:18 AM;Departure
CGK;7:20:00 AM;GA232;SRG;Garuda Indonesia ;B738 (PK-GFV) ;Departed 7:49 AM;Departure
CGK;7:20:00 AM;ID6524;LBJ;Batik Air ;A320 (PK-BKM) ;Departed 7:32 AM;Departure
CGK;7:20:00 AM;IU956;DTB;Super Air Jet ;A320 (PK-STH) ;Departed 8:00 AM;Departure
CGK;7:20:00 AM;JT712;PNK;Lion Air ;B738 (PK-LOR) ;Departed 2:57 PM;Departure
CGK;7:20:00 AM;QG410;PNK;Citilink ;A320 (PK-GQA) ;Departed 7:42 AM;Departure
CGK;7:30:00 AM;GA140;BTJ;Garuda Indonesia (From Nature to Future Livery) ;B738 (PK-GFX) ;Departed 7:39 AM;Departure
CGK;7:30:00 AM;GA172;PKU;Garuda Indonesia ;B738 (PK-GUE) ;Departed 7:47 AM;Departure
CGK;7:30:00 AM;GA432;LOP;Garuda Indonesia (Livin' by Mandiri Livery) ;B738 (PK-GFI) ;Departed 7:44 AM;Departure
CGK;7:30:00 AM;IU812;PDG;Super Air Jet ;A320 (PK-SAS) ;Departed 8:33 AM;Departure
CGK;7:30:00 AM;JT200;KNO;Lion Air ;739;Unknown;Departure
CGK;7:35:00 AM;GA102;PLM;Garuda Indonesia ;B738 (PK-GFH) ;Departed 7:50 AM;Departure
CGK;7:40:00 AM;NX909;MFM;Air Macau ;A320 (B-MCB) ;Departed 8:06 AM;Departure
CGK;7:45:00 AM;IU740;DPS;Super Air Jet ;A320 (PK-STA) ;Departed 8:17 AM;Departure
CGK;7:45:00 AM;IU800;TKG;Super Air Jet ;A320 (PK-SAQ) ;Departed 8:58 AM;Departure
CGK;7:45:00 AM;QZ724;DTB;AirAsia ;A320 (PK-AZP) ;Departed 7:42 AM;Departure
CGK;7:45:00 AM;8B151;SIN;TransNusa ;A320 (PK-TLD) ;Departed 7:45 AM;Departure
CGK;7:50:00 AM;ID7153;SIN;Batik Air ;A320 (PK-LAM) ;Departed 7:54 AM;Departure
CGK;7:55:00 AM;GA204;YIA;Garuda Indonesia ;B738 (PK-GUD) ;Departed 8:08 AM;Departure
CGK;7:55:00 AM;SQ953;SIN;Singapore Airlines ;B77W (9V-SWQ) ;Departed 8:02 AM;Departure
CGK;8:00:00 AM;ID6280;MDC;Batik Air ;A320 (PK-BKF) ;Departed 8:09 AM;Departure
CGK;8:00:00 AM;ID6292;UPG;Batik Air ;A320 (PK-LUV) ;Departed 8:28 AM;Departure
CGK;8:00:00 AM;JT334;PLM;Lion Air ;738;Unknown;Departure
CGK;8:00:00 AM;JT892;UPG;Lion Air ;B738 (PK-LSF) ;Departed 8:12 AM;Departure
CGK;8:00:00 AM;ID6584;SUB;Batik Air ;738;Canceled;Departure
CGK;8:00:00 AM;ID6788;UPG;Batik Air ;32A ;Unknown;Departure
CGK;8:00:00 AM;QG438;BPN;Citilink ;A320 (PK-GLX) ;Departed 8:49 AM;Departure
CGK;8:05:00 AM;QG682;DPS;Citilink ;A320 (PK-GQR) ;Departed 8:20 AM;Departure
CGK;8:10:00 AM;GA610;UPG;Garuda Indonesia ;B738 (PK-GFG) ;Departed 8:24 AM;Departure
CGK;8:10:00 AM;IU622;BDJ;Super Air Jet ;A320 (PK-SAV) ;Departed 8:43 AM;Departure
CGK;8:10:00 AM;CX718;HKG;Cathay Pacific ;A333 (B-LBJ) ;Departed 8:21 AM;Departure
CGK;8:10:00 AM;QG914;KNO;Citilink ;A320 (PK-GLV) ;Departed 8:23 AM;Departure
CGK;8:15:00 AM;GA290;MLG;Garuda Indonesia (Livin' by Mandiri Livery) ;B738 (PK-GFJ) ;Departed 8:31 AM;Departure
CGK;8:15:00 AM;JT778;UPG;Lion Air ;739;Unknown;Departure
CGK;8:20:00 AM;ID6050;DPS;Batik Air ;B738 (PK-LDM) ;Departed 8:36 AM;Departure
CGK;8:20:00 AM;IU696;PNK;Super Air Jet ;A320 (PK-STT) ;Departed 8:41 AM;Departure
CGK;8:20:00 AM;QZ812;DPS;AirAsia ;A320 (PK-AZD) ;Departed 8:45 AM;Departure
CGK;8:20:00 AM;ID6331;DPS;Batik Air ;738;Unknown;Departure
CGK;8:20:00 AM;IP210;SUB;Pelita Air ;A320 (PK-PWH) ;Departed 8:31 AM;Departure
CGK;8:20:00 AM;8B5116;DPS;TransNusa ;320;Unknown;Departure
CGK;8:25:00 AM;IU370;BWX;Super Air Jet ;A320 (PK-STU) ;Departed 9:12 AM;Departure
CGK;8:25:00 AM;QZ266;SIN;AirAsia (Sustainable Asean Tourism Livery) ;A320 (PK-AZS) ;Departed 8:27 AM;Departure
CGK;8:30:00 AM;GA820;KUL;Garuda Indonesia ;B738 (PK-GMX) ;Departed 8:45 AM;Departure
CGK;8:30:00 AM;ID6562;PLW;Batik Air ;A320 (PK-BKR) ;Departed 9:43 AM;Departure
CGK;8:30:00 AM;JT204;KNO;Lion Air ;739;Unknown;Departure
CGK;8:30:00 AM;JT370;BTH;Lion Air ;B739 (PK-LQS) ;Departed 7:29 AM;Departure
CGK;8:35:00 AM;AK381;KUL;AirAsia (Longjack Orang Kampung Livery) ;A320 (9M-AJA) ;Departed 8:51 AM;Departure
CGK;8:35:00 AM;GA564;BPN;Garuda Indonesia ;B738 (PK-GMC) ;Departed 9:01 AM;Departure
CGK;8:35:00 AM;GA828;SIN;Garuda Indonesia ;A333 (PK-GPW) ;Departed 8:53 AM;Departure
CGK;8:35:00 AM;IU732;DPS;Super Air Jet ;A320 (PK-STD) ;Departed 11:15 AM;Departure
CGK;8:40:00 AM;QG640;LOP;Citilink ;A320 (PK-GLY) ;Departed 9:53 AM;Departure
CGK;8:45:00 AM;GA222;SOC;Garuda Indonesia ;B738 (PK-GMA) ;Departed 9:07 AM;Departure
CGK;8:45:00 AM;JT604;DJB;Lion Air ;739;Unknown;Departure
CGK;8:45:00 AM;JT618;PGK;Lion Air ;B738 (PK-LOV) ;Departed 8:57 AM;Departure
CGK;8:50:00 AM;ID6350;SRG;Batik Air ;A320 (PK-LAO) ;Departed 9:25 AM;Departure
CGK;8:55:00 AM;ID6594;SUB;Batik Air ;A320 (PK-LUU) ;Unknown;Departure
CGK;8:55:00 AM;JT128;TJQ;Lion Air ;B738 (PK-LKW) ;Departed 9:49 AM;Departure
CGK;8:55:00 AM;JT638;BKS;Lion Air ;739;Unknown;Departure
CGK;8:55:00 AM;QG762;SOC;Citilink ;A320 (PK-GQG) ;Departed 9:30 AM;Departure
CGK;8:55:00 AM;QG994;TKG;Citilink ;A320 (PK-GLP) ;Departed 10:26 AM;Departure
CGK;9:00:00 AM;GA322;SUB;Garuda Indonesia ;B738 (PK-GFU) ;Departed 9:45 AM;Departure
CGK;9:00:00 AM;ID6526;LBJ;Batik Air ;A320 (PK-LUZ) ;Departed 9:16 AM;Departure
CGK;9:00:00 AM;IU896;KNO;Super Air Jet ;A320 (PK-SJJ) ;Departed 10:07 AM;Departure
CGK;9:00:00 AM;IU922;PLM;Super Air Jet ;A320 (PK-SAU) ;Departed 9:16 AM;Departure
CGK;9:00:00 AM;JT760;BPN;Lion Air (Dreamliner Livery) ;B739 (PK-LFG) ;Departed 9:24 AM;Departure
CGK;9:10:00 AM;MH712;KUL;Malaysia Airlines ;B738 (9M-MSF) ;Departed 9:51 AM;Departure
CGK;9:10:00 AM;SV817;JED;Saudia ;B77W (HZ-AK31) ;Departed 10:51 AM;Departure
CGK;9:10:00 AM;CZ388;CAN;China Southern Airlines ;A21N (B-32FT) ;Departed 9:10 AM;Departure
CGK;9:10:00 AM;QR959;DOH;Qatar Airways ;A359 (A7-ALI) ;Departed 9:20 AM;Departure
CGK;9:15:00 AM;ID6848;PKU;Batik Air ;B738 (PK-BGK) ;Departed 9:42 AM;Departure
CGK;9:20:00 AM;GA126;DJB;Garuda Indonesia ;B738 (PK-GFD) ;Departed 9:50 AM;Departure
CGK;9:20:00 AM;GA600;MDC;Garuda Indonesia ;B738 (PK-GNA) ;Departed 10:12 AM;Departure
CGK;9:20:00 AM;ID6658;LOP;Batik Air ;A320 (PK-LAY) ;Departed 10:10 AM;Departure
CGK;9:20:00 AM;ID6824;TNJ;Batik Air ;A320 (PK-BKV) ;Departed 9:48 AM;Departure
CGK;9:20:00 AM;JT832;PNK;Lion Air ;B738 (PK-LOR) ;Departed 9:46 AM;Departure
CGK;9:20:00 AM;ID6834;DTB;Batik Air ;32A ;Canceled;Departure
CGK;9:20:00 AM;IP102;DPS;Pelita Air ;A320 (PK-PWF) ;Departed 9:29 AM;Departure
CGK;9:20:00 AM;QG750;MLG;Citilink (Retro Livery) ;A320 (PK-GQI) ;Departed 9:14 AM;Departure
CGK;9:20:00 AM;TK509;IST;Turkish Airlines ;A359 (TC-LGO) ;Departed 9:46 AM;Departure
CGK;9:25:00 AM;GA148;PDG;Garuda Indonesia (Ayo Pakai Masker Livery) ;B738 (PK-GFQ) ;Departed 9:57 AM;Departure
CGK;9:25:00 AM;ID6864;BTH;Batik Air ;A320 (PK-LUK) ;Departed 9:55 AM;Departure
CGK;9:25:00 AM;ID7364;SOC;Batik Air ;A320 (PK-BKU) ;Departed 9:40 AM;Departure
CGK;9:25:00 AM;JT324;BDJ;Lion Air ;B739 (PK-LSS) ;Departed 9:56 AM;Departure
CGK;9:30:00 AM;GA184;KNO;Garuda Indonesia ;B738 (PK-GUC) ;Departed 10:03 AM;Departure
CGK;9:30:00 AM;JT306;KNO;Lion Air ;B738 (PK-LPK) ;Departed 10:31 AM;Departure
CGK;9:30:00 AM;QG970;PGK;Citilink ;A320 (PK-GLM) ;Departed 10:28 AM;Departure
CGK;9:35:00 AM;GA866;BKK;Garuda Indonesia ;B738 (PK-GMF) ;Departed 10:09 AM;Departure
CGK;9:35:00 AM;ID7631;DMK;Batik Air ;B738 (PK-LBZ) ;Departed 10:01 AM;Departure
CGK;9:35:00 AM;IU814;PDG;Super Air Jet (Book Cabin Livery) ;A320 (PK-SJO) ;Departed 11:51 AM;Departure
CGK;9:35:00 AM;IU840;DJB;Super Air Jet ;A320 (PK-SAF) ;Departed 10:00 AM;Departure
CGK;9:35:00 AM;QZ804;DPS;AirAsia ;A320 (PK-AXS) ;Departed 9:44 AM;Departure
CGK;9:40:00 AM;GA136;PGK;Garuda Indonesia ;B738 (PK-GNE) ;Departed 10:14 AM;Departure
CGK;9:40:00 AM;GA404;DPS;Garuda Indonesia ;B77W (PK-GIF) ;Departed 10:06 AM;Departure
CGK;9:40:00 AM;JT170;TKG;Lion Air ;739;Unknown;Departure
CGK;9:40:00 AM;ID6378;YIA;Batik Air ;738;Canceled;Departure
CGK;9:40:00 AM;3K202;SIN;Jetstar ;A320 (9V-JSK) ;Departed 9:58 AM;Departure
CGK;9:45:00 AM;GA152;BTH;Garuda Indonesia ;B738 (PK-GMY) ;Departed 10:19 AM;Departure
CGK;9:50:00 AM;ID6256;AAP;Batik Air ;A320 (PK-LZH) ;Departed 10:49 AM;Departure
CGK;9:50:00 AM;QG490;BDJ;Citilink ;A320 (PK-GQP) ;Departed 10:47 AM;Departure
CGK;9:55:00 AM;ID6674;TRK;Batik Air ;A320 (PK-BLA) ;Departed 10:24 AM;Departure
CGK;9:55:00 AM;SJ72;PGK;Sriwijaya Air ;738;Unknown;Departure
CGK;10:00:00 AM;GA646;AMQ;Garuda Indonesia ;B738 (PK-GFS) ;Departed 10:37 AM;Departure
CGK;10:00:00 AM;ID6592;SUB;Batik Air ;A320 (PK-BKR) ;Unknown;Departure
CGK;10:00:00 AM;JT694;SUB;Lion Air (Bukalapak Livery) ;B739 (PK-LHH) ;Departed 10:16 AM;Departure
CGK;10:00:00 AM;JT774;UPG;Lion Air ;B739 (PK-LST) ;Departed 10:46 AM;Departure
CGK;10:00:00 AM;AK1572;PEN;AirAsia (Save our Malayan Tiger Livery) ;A320 (9M-AQZ) ;Departed 10:53 AM;Departure
CGK;10:00:00 AM;JT854;UPG;Lion Air ;738;Unknown;Departure
CGK;10:00:00 AM;JT980;UPG;Lion Air ;738;Unknown;Departure
CGK;10:05:00 AM;ID7161;PEN;Batik Air ;B738 (PK-LZQ) ;Departed 10:16 AM;Departure
CGK;10:05:00 AM;JT866;PKY;Lion Air ;739;Unknown;Departure
CGK;10:10:00 AM;QZ204;KUL;AirAsia (Lombok Livery) ;A320 (PK-AXU) ;Departed 10:04 AM;Departure
CGK;10:15:00 AM;GA860;HKG;Garuda Indonesia ;A332 (PK-GPM) ;Departed 10:34 AM;Departure
CGK;10:15:00 AM;ID6342;SRG;Batik Air ;A320 (PK-LUR) ;Unknown;Departure
CGK;10:20:00 AM;JT688;PNK;Lion Air ;738;Unknown;Departure
CGK;10:20:00 AM;QG942;BTH;Citilink ;A20N (PK-GTK) ;Departed 10:40 AM;Departure
CGK;10:20:00 AM;ID6852;PKU;Batik Air ;32A ;Unknown;Departure
CGK;10:30:00 AM;IU842;DJB;Super Air Jet ;A320 (PK-SAI) ;Departed 10:53 AM;Departure
CGK;10:30:00 AM;JT206;KNO;Lion Air ;B739 (PK-LFL) ;Departed 12:44 PM;Departure
CGK;10:30:00 AM;QG686;DPS;Citilink ;A320 (PK-GQO) ;Departed 12:27 PM;Departure
CGK;10:30:00 AM;QG990;BKS;Citilink ;A320 (PK-GLO) ;Departed 10:56 AM;Departure
CGK;10:30:00 AM;8B5106;DPS;TransNusa ;320;Unknown;Departure
CGK;10:35:00 AM;IU864;PKU;Super Air Jet ;A320 (PK-STR) ;Departed 11:29 AM;Departure
CGK;10:35:00 AM;IU878;PLM;Super Air Jet ;A320 (PK-SJP) ;Departed 11:32 AM;Departure
CGK;10:40:00 AM;GA186;KNO;Garuda Indonesia ;B738 (PK-GNF) ;Departed 11:03 AM;Departure
CGK;10:40:00 AM;ID6272;MDC;Batik Air ;B738 (PK-LBS) ;Departed 11:08 AM;Departure
CGK;10:45:00 AM;IU752;DPS;Super Air Jet ;A320 (PK-SJR) ;Departed 12:46 PM;Departure
CGK;10:45:00 AM;IU764;LOP;Super Air Jet ;A320 (PK-SAQ) ;Departed 1:01 PM;Departure
CGK;10:45:00 AM;IP204;SUB;Pelita Air ;A320 (PK-PWE) ;Departed 11:11 AM;Departure
CGK;10:45:00 AM;IU834;BKS;Super Air Jet ;A320 (PK-STF) ;Departed 11:23 AM;Departure
CGK;10:45:00 AM;IU858;BTH;Super Air Jet ;A320 (PK-SAA) ;Departed 12:24 PM;Departure
CGK;10:45:00 AM;QG916;KNO;Citilink ;A320 (PK-GLI) ;Departed 11:06 AM;Departure
CGK;10:50:00 AM;GA512;PNK;Garuda Indonesia ;B738 (PK-GUA) ;Departed 11:09 AM;Departure
CGK;10:50:00 AM;IU902;PDG;Super Air Jet ;A320 (PK-STG) ;Departed 12:03 PM;Departure
CGK;10:50:00 AM;IP342;BTJ;Pelita Air ;A320 (PK-PWC) ;Departed 11:14 AM;Departure
CGK;10:55:00 AM;ID6722;KDI;Batik Air ;32A ;Canceled;Departure
CGK;10:55:00 AM;ID7155;SIN;Batik Air ;B738 (PK-LBK) ;Departed 10:58 AM;Departure
CGK;10:55:00 AM;TH1022;SZB;Raya Airways ;B762 (9M-RXC) ;Departed 10:35 AM;Departure
CGK;11:00:00 AM;GA430;LOP;Garuda Indonesia ;B738 (PK-GMW) ;Departed 11:36 AM;Departure
CGK;11:00:00 AM;ID6344;YIA;Batik Air ;B738 (PK-LZO) ;Estimated dep. 11:25 AM;Departure
CGK;11:00:00 AM;IU948;KNO;Super Air Jet ;A320 (PK-STH) ;Departed 2:16 PM;Departure
CGK;11:00:00 AM;IU602;BPN;Super Air Jet ;A320 (PK-SJF) ;Departed 12:08 PM;Departure
CGK;11:00:00 AM;QG684;DPS;Citilink ;A320 (PK-GLS) ;Departed 12:49 PM;Departure
CGK;11:00:00 AM;8B673;KUL;TransNusa ;A320 (PK-TLF) ;Departed 11:00 AM;Departure
CGK;11:05:00 AM;GA104;PLM;Garuda Indonesia (Pokémon Livery) ;B738 (PK-GMU) ;Departed 11:46 AM;Departure
CGK;11:05:00 AM;QZ264;SIN;AirAsia ;A320 (PK-AZH) ;Departed 11:18 AM;Departure
CGK;11:10:00 AM;GA312;SUB;Garuda Indonesia (Retro 1960 livery) ;B738 (PK-GFM) ;Departed 11:44 AM;Departure
CGK;11:10:00 AM;MH710;KUL;Malaysia Airlines ;B738 (9M-MLL) ;Departed 11:31 AM;Departure
CGK;11:15:00 AM;ID6336;SRG;Batik Air ;A320 (PK-LUR) ;Estimated dep. 11:38 AM;Departure
CGK;11:15:00 AM;ID6596;SUB;Batik Air ;B738 (PK-LZM) ;Departed 11:29 AM;Departure
CGK;11:15:00 AM;SQ957;SIN;Singapore Airlines ;A359 (9V-SMR) ;Departed 11:40 AM;Departure
CGK;11:20:00 AM;IP632;PNK;Pelita Air ;A320 (PK-PWD) ;Departed 11:37 AM;Departure
CGK;11:25:00 AM;ID6832;DTB;Batik Air ;A320 (PK-LUF) ;Departed 11:33 AM;Departure
CGK;11:30:00 AM;GA208;YIA;Garuda Indonesia ;B738 (PK-GFH) ;Departed 12:03 PM;Departure
CGK;11:30:00 AM;GA980;JED;Garuda Indonesia (Ayo Pakai Masker Livery) ;B77W (PK-GIJ) ;Departed 12:00 PM;Departure
CGK;11:30:00 AM;JT214;KNO;Lion Air ;739;Unknown;Departure
CGK;11:30:00 AM;JT684;PNK;Lion Air ;738;Unknown;Departure
CGK;11:30:00 AM;OD315;KUL;Batik Air ;B738 (9M-LCR) ;Departed 11:42 AM;Departure
CGK;11:35:00 AM;IP322;PKU;Pelita Air ;A320 (PK-PWI) ;Departed 11:51 AM;Departure
CGK;11:40:00 AM;GA408;DPS;Garuda Indonesia (Retro Livery) ;A333 (PK-GHD) ;Departed 12:58 PM;Departure
CGK;11:40:00 AM;GA532;BDJ;Garuda Indonesia ;B738 (PK-GFV) ;Departed 12:09 PM;Departure
CGK;11:40:00 AM;QZ474;PNH;AirAsia ;A320 (PK-AZF) ;Departed 11:48 AM;Departure
