AIRPORT;TIME;FLIGHT;TO/FROM;AIRLINE;AIRCRAFT;STATUS;TYPE
DPS;1:55:00 PM;ID7135;SIN;Batik Air ;B738 (PK-LDM) ;Departed 2:20 PM;Departure
DPS;1:55:00 PM;QG683;CGK;Citilink ;A320 (PK-GQO) ;Departed 3:54 PM;Departure
DPS;2:00:00 PM;JT844;BDJ;Lion Air ;B739 (PK-LGR) ;Departed 2:28 PM;Departure
DPS;2:00:00 PM;QZ626;SUB;AirAsia ;A320 (PK-AZM) ;Departed 2:46 PM;Departure
DPS;2:00:00 PM;QZ544;PER;AirAsia ;A320 (PK-AZE) ;Departed 4:58 PM;Departure
DPS;2:05:00 PM;QG1670;LOP;Citilink ;A320 (PK-GQR) ;Departed 2:43 PM;Departure
DPS;2:05:00 PM;VJ894;SGN;VietJet Air ;A21N (VN-A527) ;Departed 2:04 PM;Departure
DPS;2:15:00 PM;ID7637;DMK;Batik Air ;B738 (PK-BGJ) ;Departed 2:32 PM;Departure
DPS;2:15:00 PM;IW1834;TMC;Wings Air ;AT75 (PK-WFH) ;Departed 2:33 PM;Departure
DPS;2:20:00 PM;IW1964;LOP;Wings Air ;AT75 (PK-WFR) ;Departed 2:39 PM;Departure
DPS;2:20:00 PM;IU753;CGK;Super Air Jet ;A320 (PK-STD) ;Departed 2:48 PM;Departure
DPS;2:20:00 PM;QG699;SUB;Citilink ;A320 (PK-GQH) ;Departed 3:07 PM;Departure
DPS;2:25:00 PM;TR285;SIN;Scoot ;A21N (9V-NCD) ;Departed 2:36 PM;Departure
DPS;2:35:00 PM;JT3740;UPG;Lion Air ;739;Unknown;Departure
DPS;2:40:00 PM;IW1884;WGP;Wings Air ;AT76 (PK-WHW) ;Departed 3:15 PM;Departure
DPS;2:45:00 PM;AK377;KUL;AirAsia ;A320 (9M-AGZ) ;Departed 3:19 PM;Departure
DPS;2:50:00 PM;QG685;CGK;Citilink ;A320 (PK-GQK) ;Departed 3:04 PM;Departure
DPS;2:55:00 PM;JQ44;MEL;Jetstar ;B788 (VH-VKA) ;Departed 3:11 PM;Departure
DPS;3:05:00 PM;JT271;SRG;Lion Air ;B739 (PK-LSK) ;Departed 3:26 PM;Departure
DPS;3:10:00 PM;GA842;SIN;Garuda Indonesia ;B738 (PK-GFF) ;Departed 3:29 PM;Departure
DPS;3:10:00 PM;IW1826;BMU;Wings Air ;AT76 (PK-WGK) ;Departed 4:27 PM;Departure
DPS;3:15:00 PM;JT921;SUB;Lion Air ;739;Unknown;Departure
DPS;3:20:00 PM;IU759;CGK;Super Air Jet ;A320 (PK-SJQ) ;Departed 5:25 PM;Departure
DPS;3:25:00 PM;QG195;HLP;Citilink ;A320 (PK-GQS) ;Departed 4:13 PM;Departure
DPS;3:30:00 PM;VJ898;SGN;VietJet Air ;A21N (VN-A607) ;Departed 3:40 PM;Departure
DPS;3:35:00 PM;ID6335;LBJ;Batik Air ;A320 (PK-BLB) ;Departed 4:53 PM;Departure
DPS;3:35:00 PM;QZ807;CGK;AirAsia ;A320 (PK-AZA) ;Departed 5:00 PM;Departure
DPS;3:35:00 PM;VA50;BNE;Virgin Australia ;B38M (VH-8IC) ;Departed 3:50 PM;Departure
DPS;3:40:00 PM;CI772;TPE;China Airlines ;A333 (B-18302) ;Departed 4:20 PM;Departure
DPS;3:40:00 PM;QZ646;LBJ;AirAsia ;A320 (PK-AXR) ;Departed 3:47 PM;Departure
DPS;3:45:00 PM;IP109;CGK;Pelita Air ;A320 (PK-PWK) ;Departed 4:01 PM;Departure
DPS;3:45:00 PM;QG689;CGK;Citilink ;A320 (PK-GLS) ;Departed 4:31 PM;Departure
DPS;3:50:00 PM;VA92;MEL;Virgin Australia ;B738 (VH-YIO) ;Departed 4:05 PM;Departure
DPS;3:55:00 PM;GA411;CGK;Garuda Indonesia (Retro Livery) ;A333 (PK-GHD) ;Departed 4:51 PM;Departure
DPS;3:55:00 PM;QZ536;PER;AirAsia ;A320 (PK-AZD) ;Departed 4:26 PM;Departure
DPS;4:00:00 PM;CX784;HKG;Cathay Pacific ;A333 (B-LAK) ;Departed 4:09 PM;Departure
DPS;4:05:00 PM;QZ556;KUL;AirAsia ;A320 (PK-AZG) ;Departed 4:46 PM;Departure
DPS;4:10:00 PM;JT925;SOC;Lion Air (Dreamliner Livery) ;B739 (PK-LFF) ;Departed 4:35 PM;Departure
DPS;4:20:00 PM;JT744;UPG;Lion Air ;B739 (PK-LGV) ;Departed 5:47 PM;Departure
DPS;4:20:00 PM;QZ815;CGK;AirAsia ;A320 (PK-AZK) ;Departed 5:31 PM;Departure
DPS;4:25:00 PM;IU743;CGK;Super Air Jet ;A320 (PK-STA) ;Departed 5:54 PM;Departure
DPS;4:25:00 PM;JT919;SUB;Lion Air ;B738 (PK-LPL) ;Departed 6:36 PM;Departure
DPS;4:25:00 PM;SJ726;UPG;Sriwijaya Air ;738;Unknown;Departure
DPS;4:30:00 PM;MH850;KUL;Malaysia Airlines ;A332 (9M-MTV) ;Departed 5:20 PM;Departure
DPS;4:30:00 PM;BR256;TPE;EVA Air (Sanrio Characters Joyful Dream Livery) ;A333 (B-16332) ;Departed 5:17 PM;Departure
DPS;4:30:00 PM;OD307;KUL;Batik Air ;B738 (9M-LCP) ;Departed 4:55 PM;Departure
DPS;4:50:00 PM;HO1356;PVG;Juneyao Air ;A20N (B-324D) ;Departed 5:52 PM;Departure
DPS;4:55:00 PM;TG432;BKK;Thai Airways ;A359 (HS-THS) ;Departed 5:15 PM;Departure
DPS;4:55:00 PM;QG669;SUB;Citilink ;A320 (PK-GQR) ;Departed 5:57 PM;Departure
DPS;5:00:00 PM;3K242;SIN;Jetstar ;A320 (9V-JSL) ;Departed 5:38 PM;Departure
DPS;5:05:00 PM;JT567;YIA;Lion Air ;B739 (PK-LGW) ;Departed 5:40 PM;Departure
DPS;5:20:00 PM;IU224;UPG;Super Air Jet ;320;Unknown;Departure
DPS;5:20:00 PM;8B5117;CGK;TransNusa ;320;Unknown;Departure
DPS;5:25:00 PM;GA419;CGK;Garuda Indonesia (Livin' by Mandiri Livery) ;B738 (PK-GFI) ;Departed 5:45 PM;Departure
DPS;5:30:00 PM;IU737;CGK;Super Air Jet ;320;Unknown;Departure
DPS;5:30:00 PM;VJ998;HAN;VietJet Air ;A21N (VN-A526) ;Departed 5:34 PM;Departure
DPS;5:35:00 PM;GA349;SUB;Garuda Indonesia ;B738 (PK-GNH) ;Departed 5:50 PM;Departure
DPS;5:45:00 PM;JT923;SUB;Lion Air ;B739 (PK-LGP) ;Departed 6:51 PM;Departure
DPS;5:50:00 PM;D7793;KUL;AirAsia X ;A333 (9M-XXW) ;Departed 6:10 PM;Departure
DPS;5:50:00 PM;NZ65;AKL;Air New Zealand ;B789 (ZK-NZH) ;Departed 6:01 PM;Departure
DPS;6:00:00 PM;IU733;CGK;Super Air Jet ;A320 (PK-SJR) ;Departed 6:41 PM;Departure
DPS;6:30:00 PM;8B5109;CGK;TransNusa ;320;Unknown;Departure
DPS;6:40:00 PM;GA417;CGK;Garuda Indonesia (74th Anniversary Livery) ;A333 (PK-GPZ) ;Departed 7:15 PM;Departure
DPS;6:50:00 PM;JT740;UPG;Lion Air ;B739 (PK-LSW) ;Departed 6:58 PM;Departure
DPS;6:55:00 PM;QZ809;CGK;AirAsia (Lombok Livery) ;A320 (PK-AXU) ;Departed 7:01 PM;Departure
DPS;6:55:00 PM;QR963;DOH;Qatar Airways ;A35K (A7-AOC) ;Departed 7:10 PM;Departure
DPS;7:00:00 PM;IU755;CGK;Super Air Jet (Book Cabin Livery) ;A320 (PK-SJO) ;Departed 9:21 PM;Departure
DPS;7:00:00 PM;QG687;CGK;Citilink ;A320 (PK-GQE) ;Departed 7:19 PM;Departure
DPS;7:05:00 PM;JQ82;DRW;Jetstar ;A320 (VH-VFF) ;Departed 7:46 PM;Departure
DPS;7:05:00 PM;QZ554;KUL;AirAsia ;A320 (PK-AZX) ;Departed 7:28 PM;Departure
DPS;7:10:00 PM;AK379;KUL;AirAsia ;A320 (9M-AQP) ;Departed 7:33 PM;Departure
DPS;7:15:00 PM;3K246;SIN;Jetstar ;A320 (9V-JSJ) ;Departed 7:42 PM;Departure
DPS;7:15:00 PM;ID6760;UPG;Batik Air ;A320 (PK-LUY) ;Departed 7:23 PM;Departure
DPS;7:20:00 PM;MH852;KUL;Malaysia Airlines ;B738 (9M-MLP) ;Departed 7:31 PM;Departure
DPS;7:25:00 PM;QZ750;KJT;AirAsia ;A320 (PK-AXR) ;Departed 7:37 PM;Departure
DPS;7:35:00 PM;IU747;CGK;Super Air Jet ;320;Estimated dep. 7:35 PM;Departure
DPS;7:35:00 PM;TR287;SIN;Scoot (Pokémon Livery) ;B789 (9V-OJJ) ;Departed 7:39 PM;Departure
DPS;7:45:00 PM;8B5113;CGK;TransNusa ;320;Unknown;Departure
DPS;7:50:00 PM;ID6764;BPN;Batik Air ;A320 (PK-BLB) ;Departed 8:30 PM;Departure
DPS;7:50:00 PM;EK369;DXB;Emirates ;A388 (A6-EOX) ;Departed 8:07 PM;Departure
DPS;8:00:00 PM;ID6511;CGK;Batik Air ;B738 (PK-LDK) ;Departed 8:26 PM;Departure
DPS;8:00:00 PM;SQ945;SIN;Singapore Airlines ;B78X (9V-SCM) ;Departed 8:11 PM;Departure
DPS;8:25:00 PM;QG342;UPG;Citilink ;A320 (PK-GQM) ;Departed 8:33 PM;Departure
DPS;8:35:00 PM;IU749;CGK;Super Air Jet ;320;Estimated dep. 8:35 PM;Departure
DPS;8:35:00 PM;KL836;SIN;KLM ;B77W (PH-BVV) ;Departed 8:44 PM;Departure
DPS;8:45:00 PM;GA4154;CGK;Garuda Indonesia ;B738 (PK-GMW) ;Departed 9:25 PM;Departure
DPS;8:50:00 PM;QG691;CGK;Citilink ;A320 (PK-GLS) ;Departed 9:37 PM;Departure
DPS;9:00:00 PM;OD177;MEL;Batik Air ;B38M (9M-LRU) ;Estimated dep. 10:00 PM;Departure
DPS;9:15:00 PM;IU745;CGK;Super Air Jet ;320;Estimated dep. 9:15 PM;Departure
DPS;9:20:00 PM;AK371;KUL;AirAsia ;A320 (9M-RAG) ;Departed 9:51 PM;Departure
DPS;9:25:00 PM;8B5119;CGK;TransNusa ;320;Scheduled;Departure
DPS;9:30:00 PM;JQ107;PER;Jetstar ;A320 (VH-VQM) ;Departed 9:34 PM;Departure
DPS;9:45:00 PM;QZ546;PER;AirAsia ;A320 (PK-AZQ) ;Estimated dep. 9:41 PM;Departure
DPS;9:45:00 PM;SQ947;SIN;Singapore Airlines ;B78X (9V-SCJ) ;Departed 9:45 PM;Departure
DPS;10:05:00 PM;QZ817;CGK;AirAsia ;A320 (PK-AXE) ;Estimated dep. 10:05 PM;Departure
DPS;10:10:00 PM;QF44;SYD;Qantas ;A333 (VH-QPG) ;Estimated dep. 10:10 PM;Departure
DPS;10:15:00 PM;OD171;SYD;Batik Air ;B38M (9M-LRT) ;Estimated dep. 10:15 PM;Departure
DPS;10:35:00 PM;GA884;MDC;Garuda Indonesia ;333;Scheduled;Departure
DPS;10:35:00 PM;JQ38;SYD;Jetstar ;A21N (VH-OYD) ;Estimated dep. 10:40 PM;Departure
DPS;11:00:00 PM;QG554;PER;Citilink ;A20N (PK-GTH) ;Estimated dep. 11:00 PM;Departure
DPS;11:00:00 PM;VA96;MEL;Virgin Australia ;B738 (VH-YIH) ;Estimated dep. 11:00 PM;Departure
DPS;11:05:00 PM;QF46;MEL;Qantas ;B738 (VH-XZB) ;Estimated dep. 11:05 PM;Departure
DPS;11:10:00 PM;JQ36;MEL;Jetstar ;A21N (VH-OFU) ;Estimated dep. 11:10 PM;Departure
DPS;11:20:00 PM;KE634;ICN;Korean Air ;B789 (HL8085) ;Estimated dep. 11:20 PM;Departure
DPS;11:20:00 PM;VA82;OOL;Virgin Australia ;B738 (VH-YIW) ;Estimated dep. 11:20 PM;Departure
DPS;11:20:00 PM;QZ811;CGK;AirAsia ;A320 (PK-AXS) ;Estimated dep. 11:20 PM;Departure
DPS;11:25:00 PM;GA714;SYD;Garuda Indonesia (Ayo Pakai Masker Livery) ;A333 (PK-GHC) ;Estimated dep. 11:25 PM;Departure
DPS;11:30:00 PM;JQ91;CNS;Jetstar ;A320 (VH-VQL) ;Estimated dep. 11:30 PM;Departure
DPS;11:35:00 PM;VA68;SYD;Virgin Australia ;B738 (VH-YIU) ;Estimated dep. 11:35 PM;Departure
ENE;9:05:00 AM;IW1831;LBJ;Wings Air ;AT76 (PK-WGS) ;Departed 9:35 AM;Departure
ENE;11:40:00 AM;IW1956;KOE;Wings Air ;AT7 ;Unknown;Departure
ENE;2:35:00 PM;IW1830;KOE;Wings Air ;AT76 (PK-WGS) ;Departed 4:01 PM;Departure
ENE;8:45:00 AM;IW1831;KOE;Wings Air ;AT76 (PK-WGS) ;Landed 8:58 AM;Arrival
ENE;11:20:00 AM;IW1957;KOE;Wings Air ;AT7 ;Unknown;Arrival
ENE;2:10:00 PM;IW1830;LBJ;Wings Air ;AT76 (PK-WGS) ;Landed 3:26 PM;Arrival
FKQ;8:15:00 AM;IW1512;SOQ;Wings Air ;AT76 (PK-WJM) ;Unknown;Arrival
FKQ;8:40:00 AM;IW1513;SOQ;Wings Air ;AT76 (PK-WJM) ;Departed;Departure
GTO;7:55:00 AM;ID6242;CGK;Batik Air ;A320 (PK-LUR) ;Landed 7:54 AM;Arrival
GTO;9:10:00 AM;GA644;CGK;Garuda Indonesia ;B738 (PK-GMD) ;Landed 9:05 AM;Arrival
GTO;9:45:00 AM;JT792;UPG;Lion Air ;739;Unknown;Arrival
GTO;1:35:00 PM;JT892;UPG;Lion Air ;B738 (PK-LSF) ;Landed 1:38 PM;Arrival
GTO;9:10:00 PM;RI710;CGK;Rimbun Air ;73F ;Unknown;Arrival
GTO;8:40:00 AM;ID6243;CGK;Batik Air ;A320 (PK-LUR) ;Departed 8:41 AM;Departure
GTO;9:55:00 AM;GA645;CGK;Garuda Indonesia ;B738 (PK-GMD) ;Departed 10:12 AM;Departure
GTO;10:30:00 AM;JT891;UPG;Lion Air ;739;Unknown;Departure
GTO;2:20:00 PM;JT793;UPG;Lion Air ;B738 (PK-LSF) ;Departed 2:53 PM;Departure
GTO;10:10:00 PM;RI711;MDC;Rimbun Air ;73F ;Unknown;Departure
JOG;7:20:00 AM;QG1101;HLP;Citilink ;AT76 (PK-GJP) ;Landed 7:08 AM;Arrival
JOG;11:20:00 AM;QG1105;HLP;Citilink ;AT76 (PK-GJP) ;Landed 11:08 AM;Arrival
JOG;3:05:00 PM;QG1107;HLP;Citilink ;AT76 (PK-GJP) ;Landed 3:05 PM;Arrival
JOG;8:00:00 AM;QG1104;HLP;Citilink ;AT76 (PK-GJP) ;Departed 7:53 AM;Departure
JOG;11:45:00 AM;QG1106;HLP;Citilink ;AT76 (PK-GJP) ;Departed 11:41 AM;Departure
JOG;3:30:00 PM;QG1100;HLP;Citilink ;AT76 (PK-GJP) ;Departed 3:41 PM;Departure
KBU;10:30:00 AM;IW1392;BDJ;Wings Air ;AT76 (PK-WJU) ;Landed 10:34 AM;Arrival
KBU;10:50:00 AM;IW1393;BDJ;Wings Air ;AT76 (PK-WJU) ;Departed 11:10 AM;Departure
KDI;3:50:00 AM;RI713;TTE;Rimbun Air ;73F ;Unknown;Arrival
KDI;7:05:00 AM;ID6724;CGK;Batik Air ;B738 (PK-LBK) ;Landed 6:51 AM;Arrival
KDI;7:55:00 AM;QG332;UPG;Citilink ;A320 (PK-GLS) ;Landed 7:30 AM;Arrival
KDI;8:45:00 AM;JT986;UPG;Lion Air ;B738 (PK-LPO) ;Landed 9:26 AM;Arrival
KDI;9:30:00 AM;GA604;UPG;Garuda Indonesia ;B738 (PK-GFW) ;Landed 9:12 AM;Arrival
KDI;10:10:00 AM;IP810;CGK;Pelita Air ;A320 (PK-PWG) ;Landed 9:43 AM;Arrival
KDI;10:50:00 AM;IU584;UPG;Super Air Jet ;A320 (PK-SJZ) ;Unknown;Arrival
KDI;12:15:00 PM;JT992;UPG;Lion Air ;739;Canceled;Arrival
KDI;2:10:00 PM;IU586;UPG;Super Air Jet ;320;Canceled;Arrival
KDI;2:50:00 PM;ID6722;CGK;Batik Air ;32A ;Canceled;Arrival
KDI;3:25:00 PM;JT994;UPG;Lion Air ;B738 (PK-LOJ) ;Landed 5:16 PM;Arrival
KDI;4:25:00 PM;JT722;SUB;Lion Air ;B738 (PK-LOH) ;Landed 4:27 PM;Arrival
KDI;4:50:00 PM;QG330;CGK;Citilink ;A320 (PK-GLY) ;Landed 7:00 PM;Arrival
KDI;5:40:00 PM;ID6726;CGK;Batik Air ;A320 (PK-BKM) ;Unknown;Arrival
KDI;7:10:00 PM;IU588;UPG;Super Air Jet ;320;Canceled;Arrival
KDI;7:50:00 PM;JT996;UPG;Lion Air ;B739 (PK-LGV) ;Landed 8:49 PM;Arrival
KDI;4:50:00 AM;RI738;CGK;Rimbun Air ;73F ;Unknown;Departure
KDI;7:00:00 AM;JT991;UPG;Lion Air ;739;Canceled;Departure
KDI;7:05:00 AM;IU589;UPG;Super Air Jet ;A320 (PK-SGC) ;Departed 7:06 AM;Departure
KDI;7:50:00 AM;ID6723;CGK;Batik Air ;B738 (PK-LBK) ;Departed 7:58 AM;Departure
KDI;8:25:00 AM;QG333;UPG;Citilink ;A320 (PK-GLS) ;Departed 8:16 AM;Departure
KDI;9:30:00 AM;JT987;UPG;Lion Air ;B738 (PK-LPO) ;Departed;Departure
KDI;10:15:00 AM;GA605;UPG;Garuda Indonesia ;B738 (PK-GFW) ;Departed 10:27 AM;Departure
KDI;11:15:00 AM;IP811;CGK;Pelita Air ;A320 (PK-PWG) ;Departed 11:12 AM;Departure
KDI;11:30:00 AM;IU585;UPG;Super Air Jet ;A320 (PK-SJZ) ;Departed 12:13 PM;Departure
KDI;1:00:00 PM;JT995;UPG;Lion Air ;739;Canceled;Departure
KDI;2:50:00 PM;IU587;UPG;Super Air Jet ;320;Canceled;Departure
KDI;3:30:00 PM;ID6725;CGK;Batik Air ;32A ;Canceled;Departure
KDI;4:05:00 PM;JT997;UPG;Lion Air ;B738 (PK-LOJ) ;Departed;Departure
KDI;5:10:00 PM;JT727;SUB;Lion Air ;B738 (PK-LOH) ;Departed 5:40 PM;Departure
KDI;5:20:00 PM;QG331;CGK;Citilink ;A320 (PK-GLY) ;Departed 7:46 PM;Departure
KDI;6:40:00 PM;ID6727;CGK;Batik Air ;A320 (PK-BKM) ;Departed 6:50 PM;Departure
KNG;11:50:00 AM;IW1522;SOQ;Wings Air ;AT76 (PK-WJZ) ;Unknown;Arrival
KNG;12:10:00 PM;IW1523;SOQ;Wings Air ;AT76 (PK-WJZ) ;Departed;Departure
KOE;6:05:00 AM;QG602;CGK;Citilink ;A320 (PK-GLY) ;Landed 6:06 AM;Arrival
KOE;6:10:00 AM;ID6540;CGK;Batik Air ;A320 (PK-BLA) ;Landed 6:17 AM;Arrival
KOE;7:35:00 AM;IW1922;WGP;Wings Air ;AT76 (PK-WGU) ;Landed 7:32 AM;Arrival
KOE;7:55:00 AM;IW1828;MOF;Wings Air ;AT76 (PK-WHM) ;Landed 7:45 AM;Arrival
KOE;8:50:00 AM;JT690;SUB;Lion Air ;B739 (PK-LHJ) ;Landed 8:58 AM;Arrival
KOE;10:10:00 AM;IW1990;RTG;Wings Air ;AT76 (PK-WGU) ;Landed 11:11 AM;Arrival
KOE;10:30:00 AM;IW1942;ARD;Wings Air ;AT76 (PK-WHM) ;Landed 10:45 AM;Arrival
KOE;11:15:00 AM;IW1918;TMC;Wings Air ;AT75 (PK-WFO) ;Unknown;Arrival
KOE;11:30:00 AM;IN280;TMC;Nam Air ;735;Unknown;Arrival
KOE;12:35:00 PM;IW1956;ENE;Wings Air ;AT7 ;Unknown;Arrival
KOE;12:45:00 PM;JT924;DPS;Lion Air (Dreamliner Livery) ;B739 (PK-LFF) ;Landed 12:37 PM;Arrival
KOE;1:40:00 PM;IW1954;ABU;Wings Air ;AT76 (PK-WGU) ;Unknown;Arrival
KOE;1:50:00 PM;IN660;MOF;Nam Air ;735;Unknown;Arrival
KOE;2:10:00 PM;IL197;LOP;Indonesia - Marine and Fisheries ;AT43 (PK-YRE) ;Unknown;Arrival
KOE;2:50:00 PM;IW1928;LKA;Wings Air ;AT75 (PK-WFO) ;Landed 3:03 PM;Arrival
KOE;3:05:00 PM;JT694;SUB;Lion Air (Bukalapak Livery) ;B739 (PK-LHH) ;Landed 3:16 PM;Arrival
KOE;3:30:00 PM;IW1830;ENE;Wings Air ;AT76 (PK-WGS) ;Unknown;Arrival
KOE;3:35:00 PM;IW1926;BJW;Wings Air ;AT76 (PK-WHM) ;Landed 4:00 PM;Arrival
KOE;3:40:00 PM;IW1820;MOF;Wings Air ;AT7 ;Unknown;Arrival
KOE;7:45:00 PM;JT692;SUB;Lion Air ;B739 (PK-LHR) ;Landed 7:48 PM;Arrival
KOE;6:15:00 AM;JT693;SUB;Lion Air ;B739 (PK-LST) ;Departed 6:21 AM;Departure
KOE;6:35:00 AM;QG603;CGK;Citilink ;A320 (PK-GLY) ;Departed 6:51 AM;Departure
KOE;6:50:00 AM;ID6541;CGK;Batik Air ;A320 (PK-BLA) ;Departed 7:12 AM;Departure
KOE;7:10:00 AM;IW1991;RTG;Wings Air ;AT76 (PK-WGU) ;Departed 8:38 AM;Departure
KOE;7:50:00 AM;IW1831;ENE;Wings Air ;AT76 (PK-WGS) ;Departed 8:16 AM;Departure
KOE;8:00:00 AM;IW1919;TMC;Wings Air ;AT75 (PK-WFO) ;Unknown;Departure
KOE;8:15:00 AM;IW1943;ARD;Wings Air ;AT76 (PK-WHM) ;Departed 8:36 AM;Departure
KOE;9:10:00 AM;SQS250;SAU;Susi Air ;CN1 ;Unknown;Departure
KOE;9:35:00 AM;JT697;SUB;Lion Air ;B739 (PK-LHJ) ;Departed 10:01 AM;Departure
KOE;10:25:00 AM;IW1957;ENE;Wings Air ;AT7 ;Unknown;Departure
KOE;10:50:00 AM;IW1927;BJW;Wings Air ;AT76 (PK-WHM) ;Departed 11:26 AM;Departure
KOE;11:40:00 AM;IW1955;ABU;Wings Air ;AT76 (PK-WGU) ;Departed 11:42 AM;Departure
KOE;12:00:00 PM;IN661;MOF;Nam Air ;735;Unknown;Departure
KOE;12:50:00 PM;IW1929;LKA;Wings Air ;AT75 (PK-WFO) ;Departed 1:02 PM;Departure
KOE;1:30:00 PM;IW1821;MOF;Wings Air ;AT7 ;Unknown;Departure
KOE;1:35:00 PM;JT925;DPS;Lion Air (Dreamliner Livery) ;B739 (PK-LFF) ;Departed 1:34 PM;Departure
KOE;3:10:00 PM;IW1923;WGP;Wings Air ;AT7 ;Canceled;Departure
KOE;3:45:00 PM;JT695;SUB;Lion Air (Bukalapak Livery) ;B739 (PK-LHH) ;Departed 4:09 PM;Departure
KOE;3:50:00 PM;IW1829;MOF;Wings Air ;AT76 (PK-WGU) ;Departed 3:55 PM;Departure
KTG;8:50:00 AM;IW1440;PNK;Wings Air ;AT76 (PK-WGR) ;Landed 8:44 AM;Arrival
KTG;11:10:00 AM;IW1348;PNK;Wings Air ;AT76 (PK-WGR) ;Landed 11:16 AM;Arrival
KTG;1:25:00 PM;IW1346;PNK;Wings Air ;AT76 (PK-WGR) ;Landed 1:37 PM;Arrival
KTG;3:40:00 PM;IW1344;PNK;Wings Air ;AT75 (PK-WFG) ;Landed 4:01 PM;Arrival
KTG;7:00:00 AM;IW1345;PNK;Wings Air ;AT76 (PK-WGR) ;Departed 6:56 AM;Departure
KTG;9:15:00 AM;IW1441;PNK;Wings Air ;AT76 (PK-WGR) ;Departed 9:15 AM;Departure
KTG;11:30:00 AM;IW1349;PNK;Wings Air ;AT76 (PK-WGR) ;Departed 11:47 AM;Departure
KTG;1:45:00 PM;IW1347;PNK;Wings Air ;AT76 (PK-WGR) ;Departed 2:03 PM;Departure
LBJ;8:20:00 AM;QZ644;DPS;AirAsia ;A320 (PK-AZG) ;Landed 8:08 AM;Arrival
LBJ;9:10:00 AM;ID6333;DPS;Batik Air ;A320 (PK-BLB) ;Landed 9:02 AM;Arrival
LBJ;9:55:00 AM;IW1831;ENE;Wings Air ;AT76 (PK-WGS) ;Landed 10:11 AM;Arrival
LBJ;10:45:00 AM;ID6524;CGK;Batik Air ;A320 (PK-BKM) ;Landed 10:30 AM;Arrival
LBJ;12:25:00 PM;ID6526;CGK;Batik Air ;A320 (PK-LUZ) ;Landed 12:18 PM;Arrival
LBJ;12:45:00 PM;IW1960;MOF;Wings Air ;AT76 (PK-WGS) ;Landed 2:04 PM;Arrival
LBJ;12:55:00 PM;ID6331;DPS;Batik Air ;A320 (PK-BLB) ;Landed 12:45 PM;Arrival
LBJ;12:55:00 PM;IW1927;BJW;Wings Air ;AT76 (PK-WHM) ;Landed 1:21 PM;Arrival
LBJ;3:15:00 PM;IU726;SUB;Super Air Jet ;A320 (PK-SJV) ;Landed 3:09 PM;Arrival
LBJ;4:05:00 PM;QZ860;CGK;AirAsia ;A320 (PK-AXE) ;Landed 3:55 PM;Arrival
LBJ;4:50:00 PM;ID6335;DPS;Batik Air ;A320 (PK-BLB) ;Landed 5:45 PM;Arrival
LBJ;5:00:00 PM;QZ646;DPS;AirAsia ;A320 (PK-AXR) ;Landed 4:37 PM;Arrival
LBJ;8:50:00 AM;QZ645;DPS;AirAsia ;A320 (PK-AZG) ;Departed 8:45 AM;Departure
LBJ;9:50:00 AM;ID6332;DPS;Batik Air ;A320 (PK-BLB) ;Departed 9:51 AM;Departure
LBJ;10:20:00 AM;IW1961;MOF;Wings Air ;AT76 (PK-WGS) ;Departed 10:46 AM;Departure
LBJ;11:30:00 AM;ID6525;CGK;Batik Air ;A320 (PK-BKM) ;Departed 11:32 AM;Departure
LBJ;1:10:00 PM;ID6527;CGK;Batik Air ;A320 (PK-LUZ) ;Departed 1:22 PM;Departure
LBJ;1:20:00 PM;IW1926;BJW;Wings Air ;AT76 (PK-WHM) ;Departed 2:08 PM;Departure
LBJ;1:20:00 PM;IW1830;ENE;Wings Air ;AT76 (PK-WGS) ;Departed 2:43 PM;Departure
LBJ;1:35:00 PM;ID6330;DPS;Batik Air ;A320 (PK-BLB) ;Departed 2:34 PM;Departure
LBJ;4:00:00 PM;IU727;SUB;Super Air Jet ;A320 (PK-SJV) ;Departed 4:07 PM;Departure
LBJ;4:35:00 PM;QZ861;CGK;AirAsia ;A320 (PK-AXE) ;Departed 4:40 PM;Departure
LBJ;5:30:00 PM;QZ647;DPS;AirAsia ;A320 (PK-AXR) ;Departed 5:24 PM;Departure
LBJ;5:35:00 PM;ID6334;DPS;Batik Air ;A320 (PK-BLB) ;Departed 6:38 PM;Departure
LOP;7:55:00 AM;JT656;CGK;Lion Air ;739;Canceled;Arrival
LOP;8:00:00 AM;JT646;SUB;Lion Air ;B739 (PK-LHS) ;Landed 8:05 AM;Arrival
LOP;8:10:00 AM;QG670;SUB;Citilink ;A320 (PK-GQS) ;Landed 7:45 AM;Arrival
LOP;8:30:00 AM;IW1865;BMU;Wings Air ;AT76 (PK-WHW) ;Landed 8:30 AM;Arrival
LOP;9:10:00 AM;IU762;CGK;Super Air Jet ;A320 (PK-SJR) ;Landed 9:13 AM;Arrival
LOP;9:15:00 AM;IW1854;DPS;Wings Air ;AT75 (PK-WFR) ;Landed 9:22 AM;Arrival
LOP;9:40:00 AM;AK304;KUL;AirAsia (Allstars Livery) ;A320 (9M-AFD) ;Landed 9:04 AM;Arrival
LOP;10:30:00 AM;GA432;CGK;Garuda Indonesia (Livin' by Mandiri Livery) ;B738 (PK-GFI) ;Landed 10:18 AM;Arrival
LOP;10:30:00 AM;TR258;SIN;Scoot ;A320 (9V-TRN) ;Landed 10:35 AM;Arrival
