AIRPORT,TIME,FLIGHT,TO,AIRLINE,AIRCRAFT,STATUS,TYPE
BPN,12:00:00 PM,AK483,Kuala Lumpur (KUL),AirAsia ,A320 (9M-RAN) ,Landed 12:02 PM,Arrival
BPN,12:05:00 PM,IU614,Surabaya (SUB),Super Air Jet ,A320 (PK-STI) ,Landed 12:20 PM,Arrival
BPN,12:15:00 PM,JT760,Jakarta (CGK),Lion Air (Dreamliner Livery) ,B739 (PK-LFG) ,Landed 12:12 PM,Arrival
BPN,12:25:00 PM,IW1365,Kalimarau (BEJ),Wings Air ,AT75 (PK-WFP) ,Landed 12:11 PM,Arrival
BPN,12:30:00 PM,QG784,Yogyakarta (YIA),Citilink ,A20N (PK-GTA) ,Landed 12:29 PM,Arrival
BPN,12:50:00 PM,QG401,Tarakan (TRK),Citilink ,A320 (PK-GQE) ,Landed 12:41 PM,Arrival
BPN,1:05:00 PM,JT262,Surabaya (SUB),Lion Air ,B739 (PK-LHP) ,Unknown,Arrival
BPN,1:20:00 PM,IU529,Manado (MDC),Super Air Jet ,A320 (PK-STP) ,Landed 1:23 PM,Arrival
BPN,1:25:00 PM,QG1403,Kalimarau (BEJ),Citilink ,AT76 (PK-GJS) ,Landed 1:10 PM,Arrival
BPN,1:35:00 PM,JT676,Makassar (UPG),Lion Air ,739,Unknown,Arrival
BPN,1:35:00 PM,JT952,Medan (KNO),Lion Air ,B39M (PK-LRG) ,Landed 1:27 PM,Arrival
BPN,1:35:00 PM,JT953,Makassar (UPG),Lion Air ,738,Unknown,Arrival
BPN,2:00:00 PM,IW1323,Palu (PLW),Wings Air ,AT75 (PK-WFJ) ,Landed 2:07 PM,Arrival
BPN,2:00:00 PM,IW1475,West Kutai (GHS),Wings Air ,AT75 (PK-WFL) ,Landed 1:37 PM,Arrival
BPN,2:15:00 PM,IU602,Jakarta (CGK),Super Air Jet ,A320 (PK-SJF) ,Landed 2:57 PM,Arrival
BPN,2:15:00 PM,IU693,Tarakan (TRK),Super Air Jet ,A320 (PK-STC) ,Landed 2:50 PM,Arrival
BPN,2:25:00 PM,IW1367,Kalimarau (BEJ),Wings Air ,AT7 ,Unknown,Arrival
BPN,2:55:00 PM,IU3667,Makassar (UPG),Super Air Jet ,A320 (PK-SJI) ,Landed 3:26 PM,Arrival
BPN,3:05:00 PM,JT660,Denpasar (DPS),Lion Air ,B739 (PK-LFW) ,Landed 2:54 PM,Arrival
BPN,3:10:00 PM,IU618,Surabaya (SUB),Super Air Jet ,A320 (PK-STS) ,Landed 3:33 PM,Arrival
BPN,3:30:00 PM,SJ173,Makassar (UPG),Sriwijaya Air ,738,Unknown,Arrival
BPN,3:55:00 PM,IW1379,Kalimarau (BEJ),Wings Air ,AT7 ,Unknown,Arrival
BPN,4:05:00 PM,IW1384,Banjarmasin (BDJ),Wings Air ,AT76 (PK-WGL) ,Landed 4:33 PM,Arrival
BPN,4:15:00 PM,JT750,Jakarta (CGK),Lion Air ,B39M (PK-LRI) ,Landed 4:16 PM,Arrival
BPN,4:15:00 PM,IP602,Jakarta (CGK),Pelita Air ,A320 (PK-PWH) ,Landed 4:12 PM,Arrival
BPN,4:35:00 PM,QG432,Majalengka (KJT),Citilink ,A320 (PK-GLX) ,Landed 4:53 PM,Arrival
BPN,5:00:00 PM,QG1405,Kalimarau (BEJ),Citilink ,AT76 (PK-GJS) ,Landed 5:42 PM,Arrival
BPN,5:20:00 PM,ID6250,Jakarta (CGK),Batik Air ,A320 (PK-BKV) ,Landed 5:07 PM,Arrival
BPN,5:20:00 PM,IU367,Surakarta (SOC),Super Air Jet ,A320 (PK-STI) ,Landed 5:34 PM,Arrival
BPN,5:25:00 PM,GA572,Jakarta (CGK),Garuda Indonesia ,B738 (PK-GFU) ,Landed 5:37 PM,Arrival
BPN,5:25:00 PM,QG424,Jakarta (CGK),Citilink ,A320 (PK-GLV) ,Landed 5:51 PM,Arrival
BPN,5:30:00 PM,JT730,Surabaya (SUB),Lion Air ,B739 (PK-LHP) ,Landed 6:20 PM,Arrival
BPN,5:40:00 PM,QG434,Surabaya (SUB),Citilink ,A320 (PK-GQH) ,Landed 6:18 PM,Arrival
BPN,5:55:00 PM,IU678,Yogyakarta (YIA),Super Air Jet (Our Super 50th Jet Livery) ,A320 (PK-STQ) ,Landed 5:58 PM,Arrival
BPN,6:15:00 PM,JT762,Jakarta (CGK),Lion Air ,B739 (PK-LFY) ,Landed 6:15 PM,Arrival
BPN,6:20:00 PM,JT662,Makassar (UPG),Lion Air ,B738 (PK-LSF) ,Landed 6:12 PM,Arrival
BPN,6:35:00 PM,IW1368,Palangkaraya (PKY),Wings Air ,AT75 (PK-WFJ) ,Landed 6:31 PM,Arrival
BPN,6:35:00 PM,JT362,Surabaya (SUB),Lion Air ,739,Unknown,Arrival
BPN,6:50:00 PM,IU528,Majalengka (KJT),Super Air Jet ,A320 (PK-STP) ,Landed 6:33 PM,Arrival
BPN,7:00:00 PM,QG420,Jakarta (CGK),Citilink ,A320 (PK-GLP) ,Landed 8:15 PM,Arrival
BPN,7:15:00 PM,ID6254,Jakarta (CGK),Batik Air ,738,Unknown,Arrival
BPN,7:35:00 PM,IP623,Surabaya (SUB),Pelita Air ,A320 (PK-PWF) ,Landed 7:22 PM,Arrival
BPN,7:35:00 PM,IU648,Surabaya (SUB),Super Air Jet ,A320 (PK-SGC) ,Landed 8:24 PM,Arrival
BPN,8:25:00 PM,QG428,Makassar (UPG),Citilink ,A320 (PK-GLX) ,Landed 8:28 PM,Arrival
BPN,8:25:00 PM,QG9436,Surabaya (SUB),Citilink ,A320 (PK-GQR) ,Landed 8:42 PM,Arrival
BPN,8:55:00 PM,IU600,Jakarta (CGK),Super Air Jet ,A320 (PK-STT) ,Landed 9:44 PM,Arrival
BPN,9:10:00 PM,JT366,Surabaya (SUB),Lion Air ,B739 (PK-LGP) ,Landed 9:50 PM,Arrival
BPN,9:35:00 PM,ID6764,Denpasar (DPS),Batik Air ,A320 (PK-BLB) ,Landed 9:50 PM,Arrival
BPN,3:15:00 AM,RI360,Banjarmasin (BDJ),Rimbun Air ,73F ,Unknown,Departure
BPN,6:00:00 AM,IU601,Jakarta (CGK),Super Air Jet ,A320 (PK-SAS) ,Departed,Departure
BPN,6:00:00 AM,JT363,Surabaya (SUB),Lion Air ,B738 (PK-LJR) ,Departed 6:11 AM,Departure
BPN,6:05:00 AM,QG439,Jakarta (CGK),Citilink ,A320 (PK-GLV) ,Departed 6:14 AM,Departure
BPN,6:25:00 AM,IP620,Surabaya (SUB),Pelita Air ,A320 (PK-PWL) ,Departed 6:27 AM,Departure
BPN,6:40:00 AM,ID6765,Denpasar (DPS),Batik Air ,A320 (PK-LUY) ,Departed 6:41 AM,Departure
BPN,7:00:00 AM,IU649,Surabaya (SUB),Super Air Jet ,A320 (PK-STC) ,Departed 7:04 AM,Departure
BPN,8:15:00 AM,QG785,Yogyakarta (YIA),Citilink ,A20N (PK-GTA) ,Departed 8:21 AM,Departure
BPN,8:20:00 AM,ID6251,Jakarta (CGK),Batik Air ,A320 (PK-LUU) ,Departed 8:43 AM,Departure
BPN,8:20:00 AM,IU679,Yogyakarta (YIA),Super Air Jet (Our Super 50th Jet Livery) ,A320 (PK-STQ) ,Departed 8:25 AM,Departure
BPN,8:20:00 AM,IW1395,Banjarmasin (BDJ),Wings Air ,AT76 (PK-WGL) ,Departed 11:12 AM,Departure
BPN,8:20:00 AM,IU611,Surabaya (SUB),Super Air Jet ,A320 (PK-SJH) ,Departed 9:21 AM,Departure
BPN,8:40:00 AM,IU535,Tarakan (TRK),Super Air Jet ,A320 (PK-SAY) ,Departed 9:43 AM,Departure
BPN,8:50:00 AM,IW1362,Kalimarau (BEJ),Wings Air ,AT76 (PK-WJG) ,Estimated dep. 8:56 AM,Departure
BPN,9:20:00 AM,JT367,Surabaya (SUB),Lion Air ,B739 (PK-LHP) ,Departed 9:27 AM,Departure
BPN,9:30:00 AM,IW1366,Kalimarau (BEJ),Wings Air ,AT76 (PK-WJG) ,Departed 8:56 AM,Departure
BPN,9:55:00 AM,QG400,Tarakan (TRK),Citilink ,A320 (PK-GQE) ,Departed 10:01 AM,Departure
BPN,10:00:00 AM,GA563,Jakarta (CGK),Garuda Indonesia (Retro Livery) ,A333 (PK-GHD) ,Departed 10:23 AM,Departure
BPN,10:20:00 AM,QG1402,Kalimarau (BEJ),Citilink ,AT76 (PK-GJS) ,Departed 10:31 AM,Departure
BPN,10:25:00 AM,IP601,Jakarta (CGK),Pelita Air ,A320 (PK-PWA) ,Departed 10:39 AM,Departure
BPN,10:30:00 AM,IW1387,Banjarmasin (BDJ),Wings Air ,AT7 ,Unknown,Departure
BPN,11:00:00 AM,JT663,Denpasar (DPS),Lion Air ,B739 (PK-LFW) ,Departed 11:09 AM,Departure
BPN,11:10:00 AM,TR223,Singapore (SIN),Scoot ,A320 (9V-TRS) ,Departed 11:22 AM,Departure
BPN,11:15:00 AM,IW1322,Palu (PLW),Wings Air ,AT75 (PK-WFJ) ,Departed 11:29 AM,Departure
BPN,11:15:00 AM,JT751,Jakarta (CGK),Lion Air ,B39M (PK-LRI) ,Departed 11:18 AM,Departure
BPN,11:20:00 AM,IU692,Tarakan (TRK),Super Air Jet ,A320 (PK-STC) ,Departed 12:06 PM,Departure
BPN,11:25:00 AM,IU613,Surabaya (SUB),Super Air Jet ,A320 (PK-STS) ,Departed 11:41 AM,Departure
BPN,11:45:00 AM,IW1476,West Kutai (GHS),Wings Air ,AT75 (PK-WFL) ,Departed 11:47 AM,Departure
BPN,11:50:00 AM,IU3666,Makassar (UPG),Super Air Jet ,A320 (PK-SJI) ,Departed 12:26 PM,Departure
BPN,11:50:00 AM,QG433,Majalengka (KJT),Citilink ,A320 (PK-GLX) ,Departed 12:37 PM,Departure
BPN,12:00:00 PM,JT261,Surabaya (SUB),Lion Air ,B739 (PK-LHP) ,Departed 2:24 PM,Departure
BPN,12:10:00 PM,JT668,Yogyakarta (YIA),Lion Air ,B739 (PK-LGW) ,Departed 12:30 PM,Departure
BPN,12:15:00 PM,IP603,Jakarta (CGK),Pelita Air ,A320 (PK-PWL) ,Departed 12:17 PM,Departure
BPN,12:20:00 PM,IU534,Makassar (UPG),Super Air Jet ,A320 (PK-SAY) ,Departed 1:19 PM,Departure
BPN,12:30:00 PM,AK482,Kuala Lumpur (KUL),AirAsia ,A320 (9M-RAN) ,Departed 12:55 PM,Departure
BPN,12:35:00 PM,GA567,Jakarta (CGK),Garuda Indonesia ,B738 (PK-GMC) ,Departed 1:11 PM,Departure
BPN,12:45:00 PM,IU366,Surakarta (SOC),Super Air Jet ,A320 (PK-STI) ,Departed 1:38 PM,Departure
BPN,1:00:00 PM,IW1364,Kalimarau (BEJ),Wings Air ,AT75 (PK-WFP) ,Departed 1:14 PM,Departure
BPN,1:00:00 PM,JT757,Jakarta (CGK),Lion Air (Dreamliner Livery) ,B739 (PK-LFG) ,Departed 1:27 PM,Departure
BPN,1:10:00 PM,QG431,Surabaya (SUB),Citilink ,A20N (PK-GTA) ,Departed 1:24 PM,Departure
BPN,1:30:00 PM,QG437,Jakarta (CGK),Citilink ,A320 (PK-GQE) ,Departed 1:40 PM,Departure
BPN,1:45:00 PM,JT365,Surabaya (SUB),Lion Air ,B739 (PK-LHP) ,Estimated dep. 2:25 PM,Departure
BPN,2:00:00 PM,QG1404,Kalimarau (BEJ),Citilink ,AT76 (PK-GJS) ,Departed 2:51 PM,Departure
BPN,2:05:00 PM,IU529,Majalengka (KJT),Super Air Jet ,A320 (PK-STP) ,Departed 2:16 PM,Departure
BPN,2:25:00 PM,JT679,Makassar (UPG),Lion Air ,739,Unknown,Departure
BPN,2:25:00 PM,JT953,Medan (KNO),Lion Air ,B39M (PK-LRG) ,Departed 2:31 PM,Departure
BPN,2:25:00 PM,JT952,Makassar (UPG),Lion Air ,738,Unknown,Departure
BPN,3:00:00 PM,IU603,Jakarta (CGK),Super Air Jet ,A320 (PK-SJF) ,Departed 4:08 PM,Departure
BPN,3:20:00 PM,IU677,Yogyakarta (YIA),Super Air Jet ,A320 (PK-STC) ,Departed 4:13 PM,Departure
BPN,3:40:00 PM,IU667,Pontianak (PNK),Super Air Jet ,A320 (PK-SJI) ,Departed 4:21 PM,Departure
BPN,3:45:00 PM,IW1369,Palangkaraya (PKY),Wings Air ,AT75 (PK-WFJ) ,Departed 3:44 PM,Departure
BPN,3:50:00 PM,IU619,Surabaya (SUB),Super Air Jet ,A320 (PK-STS) ,Departed 4:34 PM,Departure
BPN,4:00:00 PM,IW1380,Kalimarau (BEJ),Wings Air ,AT76 (PK-WGL) ,Departed 5:20 PM,Departure
BPN,4:15:00 PM,SJ172,Makassar (UPG),Sriwijaya Air ,738,Unknown,Departure
BPN,4:20:00 PM,IW1385,Banjarmasin (BDJ),Wings Air ,AT75 (PK-WFL) ,Departed 4:37 PM,Departure
BPN,4:30:00 PM,IW1378,Kalimarau (BEJ),Wings Air ,AT7 ,Unknown,Departure
BPN,4:55:00 PM,IP622,Surabaya (SUB),Pelita Air ,A320 (PK-PWH) ,Departed 5:09 PM,Departure
BPN,5:00:00 PM,IW1360,Kalimarau (BEJ),Wings Air ,AT7 ,Unknown,Departure
BPN,5:15:00 PM,JT761,Jakarta (CGK),Lion Air ,B39M (PK-LRI) ,Departed 5:26 PM,Departure
BPN,5:15:00 PM,QG429,Makassar (UPG),Citilink ,A320 (PK-GLX) ,Departed 5:53 PM,Departure
BPN,5:25:00 PM,QG1499,Banjarmasin (BDJ),Citilink ,AT76 (PK-GJS) ,Departed 6:23 PM,Departure
BPN,5:30:00 PM,GM300,Singapore (SIN),Asia Cargo Airlines ,73F ,Unknown,Departure
BPN,6:00:00 PM,ID6253,Jakarta (CGK),Batik Air ,A320 (PK-BKV) ,Departed 6:08 PM,Departure
BPN,6:00:00 PM,IU617,Surabaya (SUB),Super Air Jet ,A320 (PK-STI) ,Departed 6:44 PM,Departure
BPN,6:05:00 PM,QG425,Jakarta (CGK),Citilink ,A320 (PK-GLV) ,Departed 7:02 PM,Departure
BPN,6:10:00 PM,JT731,Surabaya (SUB),Lion Air ,B739 (PK-LHP) ,Departed 7:54 PM,Departure
BPN,6:20:00 PM,JT625,Semarang (SRG),Lion Air ,B739 (PK-LFW) ,Departed 6:34 PM,Departure
BPN,6:20:00 PM,QG435,Surabaya (SUB),Citilink ,A320 (PK-GQH) ,Departed 7:04 PM,Departure
BPN,6:30:00 PM,GA575,Jakarta (CGK),Garuda Indonesia ,B738 (PK-GFU) ,Departed 6:52 PM,Departure
BPN,7:00:00 PM,JT673,Jakarta (CGK),Lion Air ,B739 (PK-LFY) ,Departed 7:17 PM,Departure
BPN,7:05:00 PM,JT675,Makassar (UPG),Lion Air ,B738 (PK-LSF) ,Departed 7:23 PM,Departure
BPN,7:15:00 PM,JT369,Surabaya (SUB),Lion Air ,739,Unknown,Departure
BPN,7:40:00 PM,IU528,Manado (MDC),Super Air Jet ,A320 (PK-STP) ,Departed 7:49 PM,Departure
BPN,7:40:00 PM,QG421,Jakarta (CGK),Citilink ,A320 (PK-GLP) ,Departed 9:05 PM,Departure
BPN,7:55:00 PM,ID6255,Jakarta (CGK),Batik Air ,738,Unknown,Departure
BPN,9:05:00 PM,QG9437,Surabaya (SUB),Citilink ,A320 (PK-GQR) ,Departed 9:28 PM,Departure
BTH,6:50:00 AM,JT970,Medan (KNO),Lion Air ,B739 (PK-LHT) ,Landed 7:04 AM,Arrival
BTH,6:55:00 AM,IU974,Jambi (DJB),Super Air Jet ,A320 (PK-SAP) ,Landed 6:54 AM,Arrival
BTH,7:05:00 AM,JT246,Palembang (PLM),Lion Air ,B739 (PK-LVF) ,Landed 7:11 AM,Arrival
BTH,7:10:00 AM,QG989,Palembang (PLM),Citilink Garuda Indonesia ,A320 (PK-GQT) ,Landed 6:57 AM,Arrival
BTH,7:25:00 AM,QG940,Jakarta (CGK),Citilink ,A20N (PK-GTK) ,Landed 7:15 AM,Arrival
BTH,7:35:00 AM,IU856,Jakarta (CGK),Super Air Jet ,A320 (PK-STD) ,Landed 7:36 AM,Arrival
BTH,7:50:00 AM,IU836,Pekanbaru (PKU),Super Air Jet ,320,Unknown,Arrival
BTH,8:50:00 AM,JT374,Jakarta (CGK),Lion Air ,B739 (PK-LQS) ,Unknown,Arrival
BTH,8:55:00 AM,JT988,Medan (KNO),Lion Air ,B738 (PK-LPL) ,Unknown,Arrival
BTH,9:10:00 AM,JT971,Surabaya (SUB),Lion Air ,B739 (PK-LGS) ,Landed 9:22 AM,Arrival
BTH,9:15:00 AM,IU951,Yogyakarta (YIA),Super Air Jet ,A320 (PK-SAW) ,Landed 9:09 AM,Arrival
BTH,10:00:00 AM,QG935,Pekanbaru (PKU),Citilink Garuda Indonesia ,A320 (PK-GQT) ,Landed 10:03 AM,Arrival
BTH,10:05:00 AM,JT3145,Padang (PDG),Lion Air ,B739 (PK-LHL) ,Unknown,Arrival
BTH,10:10:00 AM,JT238,Pekanbaru (PKU),Lion Air ,B739 (PK-LVF) ,Unknown,Arrival
BTH,10:10:00 AM,JT370,Jakarta (CGK),Lion Air ,B739 (PK-LQS) ,Landed 8:47 AM,Arrival
BTH,10:30:00 AM,RI611,Tanjung Pinang (TNJ),Rimbun Air ,73F ,Unknown,Arrival
BTH,11:05:00 AM,ID6864,Jakarta (CGK),Batik Air ,A320 (PK-LUK) ,Landed 11:18 AM,Arrival
BTH,11:25:00 AM,GA152,Jakarta (CGK),Garuda Indonesia ,B738 (PK-GMY) ,Landed 11:41 AM,Arrival
BTH,11:40:00 AM,IW1271,Ranai (NTX),Wings Air ,AT75 (PK-WFZ) ,Landed 11:58 AM,Arrival
BTH,11:50:00 AM,QG942,Jakarta (CGK),Citilink ,A20N (PK-GTK) ,Landed 12:05 PM,Arrival
BTH,12:25:00 PM,IU858,Jakarta (CGK),Super Air Jet ,A320 (PK-SAA) ,Unknown,Arrival
BTH,12:40:00 PM,JT145,Padang (PDG),Lion Air ,B739 (PK-LHL) ,Landed 12:36 PM,Arrival
BTH,12:40:00 PM,JT973,Surabaya (SUB),Lion Air ,B739 (PK-LHT) ,Landed 1:02 PM,Arrival
BTH,1:15:00 PM,JT236,Pekanbaru (PKU),Lion Air ,B739 (PK-LQS) ,Landed 1:19 PM,Arrival
BTH,1:20:00 PM,JT972,Medan (KNO),Lion Air ,B739 (PK-LGS) ,Landed 2:06 PM,Arrival
BTH,1:25:00 PM,QG957,Padang (PDG),Citilink ,A20N (PK-GTG) ,Landed 3:17 PM,Arrival
BTH,2:25:00 PM,IU854,Jakarta (CGK),Super Air Jet ,A320 (PK-SAU) ,Landed 2:51 PM,Arrival
BTH,2:30:00 PM,IU955,Semarang (SRG),Super Air Jet ,A320 (PK-SAW) ,Landed 2:50 PM,Arrival
BTH,2:45:00 PM,IW1229,Letung (LMU),Wings Air ,AT75 (PK-WFZ) ,Landed 3:13 PM,Arrival
BTH,3:25:00 PM,JT378,Jakarta (CGK),Lion Air ,738,Unknown,Arrival
BTH,3:45:00 PM,QG968,Jakarta (CGK),Citilink ,A320 (PK-GLM) ,Landed 4:32 PM,Arrival
BTH,4:10:00 PM,GA154,Jakarta (CGK),Garuda Indonesia ,B738 (PK-GFW) ,Landed 4:40 PM,Arrival
BTH,4:30:00 PM,QG948,Surabaya (SUB),Citilink ,A20N (PK-GTA) ,Landed 4:46 PM,Arrival
BTH,4:55:00 PM,JT977,Medan (KNO),Lion Air ,739,Unknown,Arrival
BTH,4:55:00 PM,JT247,Medan (KNO),Lion Air ,739,Unknown,Arrival
BTH,5:20:00 PM,JT228,Padang (PDG),Lion Air ,B739 (PK-LVF) ,Landed 5:28 PM,Arrival
BTH,5:45:00 PM,QG944,Jakarta (CGK),Citilink ,A320 (PK-GQL) ,Landed 7:31 PM,Arrival
BTH,6:10:00 PM,JT989,Pontianak (PNK),Lion Air ,B738 (PK-LJV) ,Landed 6:33 PM,Arrival
BTH,6:15:00 PM,GA156,Jakarta (CGK),Garuda Indonesia ,B738 (PK-GFH) ,Landed 6:15 PM,Arrival
BTH,6:15:00 PM,QG923,Medan (KNO),Citilink ,A20N (PK-GTG) ,Landed 7:40 PM,Arrival
BTH,6:55:00 PM,JT372,Jakarta (CGK),Lion Air ,B739 (PK-LSH) ,Delayed 9:29 PM,Arrival
BTH,9:00:00 PM,ID6862,Jakarta (CGK),Batik Air ,A320 (PK-LAT) ,Landed 8:50 PM,Arrival
BTH,9:10:00 PM,OD356,Kuala Lumpur (KUL),Batik Air ,B38M (9M-LRK) ,Estimated 9:16 PM,Arrival
BTH,7:00:00 AM,ID6863,Jakarta (CGK),Batik Air ,A320 (PK-LAY) ,Departed 7:12 AM,Departure
BTH,7:00:00 AM,JT3144,Padang (PDG),Lion Air ,B739 (PK-LHL) ,Unknown,Departure
BTH,7:35:00 AM,JT970,Surabaya (SUB),Lion Air ,B739 (PK-LHT) ,Departed 7:59 AM,Departure
BTH,7:40:00 AM,QG934,Pekanbaru (PKU),Citilink Garuda Indonesia ,A320 (PK-GQT) ,Departed 7:48 AM,Departure
BTH,7:45:00 AM,JT239,Pekanbaru (PKU),Lion Air ,B739 (PK-LVF) ,Departed 8:04 AM,Departure
BTH,7:55:00 AM,QG941,Jakarta (CGK),Citilink ,A20N (PK-GTK) ,Departed 8:08 AM,Departure
BTH,8:05:00 AM,IW1270,Ranai (NTX),Wings Air ,AT75 (PK-WFZ) ,Departed 8:12 AM,Departure
BTH,8:25:00 AM,IU857,Jakarta (CGK),Super Air Jet ,A320 (PK-STD) ,Departed 8:34 AM,Departure
BTH,8:30:00 AM,IU837,Pekanbaru (PKU),Super Air Jet ,320,Unknown,Departure
BTH,9:35:00 AM,JT144,Padang (PDG),Lion Air ,B739 (PK-LHL) ,Departed 9:54 AM,Departure
BTH,9:40:00 AM,JT988,Pontianak (PNK),Lion Air ,B738 (PK-LPL) ,Departed 9:47 AM,Departure
BTH,9:50:00 AM,JT971,Medan (KNO),Lion Air ,B739 (PK-LGS) ,Departed 10:22 AM,Departure
BTH,9:55:00 AM,IU954,Semarang (SRG),Super Air Jet ,A320 (PK-SAW) ,Departed 10:25 AM,Departure
BTH,10:30:00 AM,QG956,Padang (PDG),Citilink Garuda Indonesia ,A320 (PK-GQT) ,Departed 11:01 AM,Departure
BTH,10:45:00 AM,JT237,Pekanbaru (PKU),Lion Air ,B739 (PK-LQS) ,Departed 10:55 AM,Departure
BTH,10:50:00 AM,JT371,Jakarta (CGK),Lion Air ,B739 (PK-LHL) ,Departed 2:36 PM,Departure
BTH,11:30:00 AM,RI612,Jakarta (CGK),Rimbun Air ,73F ,Unknown,Departure
BTH,11:45:00 AM,ID6865,Jakarta (CGK),Batik Air ,A320 (PK-LUK) ,Departed 12:22 PM,Departure
BTH,12:05:00 PM,IW1228,Letung (LMU),Wings Air ,AT75 (PK-WFZ) ,Departed 12:48 PM,Departure
BTH,12:10:00 PM,GA155,Jakarta (CGK),Garuda Indonesia ,B738 (PK-GMY) ,Departed 12:43 PM,Departure
BTH,12:15:00 PM,OD357,Kuala Lumpur (KUL),Batik Air ,B38M (9M-LRM) ,Departed 1:06 PM,Departure
BTH,12:25:00 PM,QG943,Jakarta (CGK),Citilink ,A20N (PK-GTK) ,Departed 12:55 PM,Departure
BTH,1:05:00 PM,IU859,Jakarta (CGK),Super Air Jet ,A320 (PK-SAA) ,Departed 2:53 PM,Departure
BTH,1:20:00 PM,JT901,Jakarta (CGK),Lion Air ,B739 (PK-LHL) ,Unknown,Departure
BTH,1:20:00 PM,JT973,Medan (KNO),Lion Air ,B739 (PK-LHT) ,Departed 2:18 PM,Departure
BTH,2:05:00 PM,JT972,Surabaya (SUB),Lion Air ,B739 (PK-LGS) ,Departed 3:08 PM,Departure
BTH,2:20:00 PM,JT229,Padang (PDG),Lion Air ,B739 (PK-LVF) ,Departed 2:31 PM,Departure
BTH,2:45:00 PM,QG922,Medan (KNO),Citilink ,A20N (PK-GTG) ,Departed 4:12 PM,Departure
BTH,3:00:00 PM,JT974,Medan (KNO),Lion Air ,739,Unknown,Departure
BTH,3:10:00 PM,IU950,Yogyakarta (YIA),Super Air Jet ,A320 (PK-SAW) ,Departed 3:33 PM,Departure
BTH,3:10:00 PM,IU855,Jakarta (CGK),Super Air Jet ,A320 (PK-SAU) ,Departed 3:55 PM,Departure
BTH,4:10:00 PM,JT379,Jakarta (CGK),Lion Air ,738,Unknown,Departure
BTH,4:15:00 PM,QG949,Surabaya (SUB),Citilink ,A320 (PK-GLM) ,Departed 5:30 PM,Departure
BTH,5:20:00 PM,IU973,Jambi (DJB),Super Air Jet ,A320 (PK-SAP) ,Departed 5:32 PM,Departure
BTH,5:30:00 PM,GA157,Jakarta (CGK),Garuda Indonesia ,B738 (PK-GFW) ,Departed 5:42 PM,Departure
BTH,5:30:00 PM,QG969,Jakarta (CGK),Citilink ,A20N (PK-GTA) ,Departed 5:53 PM,Departure
BTH,6:00:00 PM,JT247,Palembang (PLM),Lion Air ,B739 (PK-LVF) ,Departed 6:39 PM,Departure
BTH,6:25:00 PM,QG945,Jakarta (CGK),Citilink ,A320 (PK-GQL) ,Departed 8:15 PM,Departure
BTH,6:45:00 PM,QG988,Palembang (PLM),Citilink ,A20N (PK-GTG) ,Departed 8:37 PM,Departure
BTH,6:55:00 PM,JT989,Medan (KNO),Lion Air ,B738 (PK-LJV) ,Departed 7:33 PM,Departure
BTH,7:00:00 PM,GA159,Jakarta (CGK),Garuda Indonesia ,B738 (PK-GFH) ,Departed 7:09 PM,Departure
BTH,7:35:00 PM,JT373,Jakarta (CGK),Lion Air ,739,Unknown,Departure
BTJ,7:50:00 AM,FY3510,Penang (PEN),Firefly ,B738 (9M-MLJ) ,Landed 7:50 AM,Arrival
BTJ,10:15:00 AM,GA140,Jakarta (CGK),Garuda Indonesia (From Nature to Future Livery) ,B738 (PK-GFX) ,Landed 10:01 AM,Arrival
BTJ,1:40:00 PM,JT306,Medan (KNO),Lion Air ,B738 (PK-LPK) ,Landed 2:22 PM,Arrival
BTJ,1:50:00 PM,IP342,Jakarta (CGK),Pelita Air ,A320 (PK-PWC) ,Landed 1:39 PM,Arrival
BTJ,2:30:00 PM,QG904,Medan (KNO),Citilink ,A320 (PK-GLU) ,Landed 2:15 PM,Arrival
BTJ,2:50:00 PM,GA146,Jakarta (CGK),Garuda Indonesia ,B738 (PK-GMV) ,Landed 3:07 PM,Arrival
BTJ,4:25:00 PM,AK421,Kuala Lumpur (KUL),AirAsia ,A320 (9M-AJG) ,Landed 4:28 PM,Arrival
BTJ,6:00:00 PM,ID6898,Jakarta (CGK),Batik Air ,A320 (PK-LUZ) ,Landed 6:07 PM,Arrival
BTJ,7:00:00 AM,ID6899,Jakarta (CGK),Batik Air ,A320 (PK-LUF) ,Departed 7:04 AM,Departure
BTJ,8:30:00 AM,FY3511,Penang (PEN),Firefly ,B738 (9M-MLJ) ,Departed 8:32 AM,Departure
BTJ,11:05:00 AM,GA141,Jakarta (CGK),Garuda Indonesia (From Nature to Future Livery) ,B738 (PK-GFX) ,Departed 11:14 AM,Departure
BTJ,2:25:00 PM,JT305,Medan (KNO),Lion Air ,B738 (PK-LPK) ,Departed 3:22 PM,Departure
BTJ,2:55:00 PM,IP343,Jakarta (CGK),Pelita Air ,A320 (PK-PWC) ,Departed 2:54 PM,Departure
BTJ,3:00:00 PM,QG905,Medan (KNO),Citilink ,A320 (PK-GLU) ,Departed 3:17 PM,Departure
BTJ,3:40:00 PM,GA147,Jakarta (CGK),Garuda Indonesia ,B738 (PK-GMV) ,Departed 4:01 PM,Departure
BTJ,4:55:00 PM,AK420,Kuala Lumpur (KUL),AirAsia ,A320 (9M-AJG) ,Departed 5:04 PM,Departure
